id,name,paraCount,lineCount,simpleCc,maxBlockDepth,execStmt,localVarDecl,halstead_vocabulary,halstead_length,halstead_difficulty,halstead_volume,halstead_effort,halstead_bugs
1066,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/JsonProperties.hasProps(),0,3,1,0,0,0,6.0,6.0,2.5,15.509775004326936,90.0,0.006694329500821694
1071,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalType.getName(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1072,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalType.addToSchema(Schema),1,6,1,0,3,0,12.0,21.0,6.3,75.28421251514429,1587.6,0.0453634565267222
1073,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalType.validate(Schema),1,7,3,2,1,0,20.0,28.0,10.5,121.01398665684616,5880.0,0.10859178266769286
1081,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.addToSchema(Schema),1,6,1,0,3,0,13.0,24.0,5.833333333333334,88.81055323538621,1820.0,0.0496889329567143
1082,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.getPrecision(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1083,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.getScale(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1084,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,19,6,1,6,0,37.0,115.0,23.625,599.0871370473293,100524.375,0.7206532225577232
1085,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.maxPrecision(Schema),1,12,3,1,0,0,28.0,53.0,17.5,254.78981086905299,25970.0,0.2923210197523199
1086,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.hasProperty(Schema String),2,3,1,0,0,0,8.0,8.0,2.5,24.0,160.0,0.009824083996374362
1087,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.getInt(Schema String),2,8,2,1,1,1,23.0,36.0,15.583333333333332,162.84823041805248,12903.0,0.18337461292695267
1088,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.equals(Object),1,12,4,1,0,1,22.0,47.0,11.555555555555555,209.59328607595296,11948.444444444443,0.17421531253287045
1089,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.hashCode(),0,5,1,0,1,1,10.0,16.0,5.25,53.1508495181978,840.0,0.029675515322553133
1091,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,6,2,1,2,0,17.0,23.0,9.75,94.01164534875782,3812.25,0.08134539905521344
1093,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,6,2,1,2,0,17.0,23.0,9.75,94.01164534875782,3812.25,0.08134539905521344
1095,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,6,2,1,2,0,17.0,23.0,9.75,94.01164534875782,3812.25,0.08134539905521344
1097,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,6,2,1,2,0,17.0,23.0,9.75,94.01164534875782,3812.25,0.08134539905521344
1099,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,6,2,1,2,0,17.0,23.0,9.75,94.01164534875782,3812.25,0.08134539905521344
1101,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,6,2,1,2,0,17.0,23.0,9.75,94.01164534875782,3812.25,0.08134539905521344
1103,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/LogicalTypes.validate(Schema),1,6,2,1,2,0,17.0,23.0,9.75,94.01164534875782,3812.25,0.08134539905521344
1113,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.addSchema(Schema),1,5,1,0,1,2,25.0,40.0,14.875,185.75424759098897,14875.0,0.20161216264164436
1114,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.getDecoder(long),1,16,4,2,2,2,24.0,57.0,20.0,261.34286254110594,27360.0,0.3026607755866143
1115,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.decode(InputStream D),2,18,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1116,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageDecoder.readFully(InputStream byte[]),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1120,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageEncoder.encode(D),1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1121,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/BinaryMessageEncoder.encode(D OutputStream),2,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1128,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/RawMessageDecoder.decode(InputStream D),2,9,1,0,1,1,28.0,47.0,16.25,225.94568133670737,21385.0,0.25681373573223076
1134,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/RawMessageEncoder.encode(D),1,12,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1135,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/message/RawMessageEncoder.encode(D OutputStream),2,6,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1150,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.getName(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1151,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.getNamespace(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1152,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.getDoc(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1153,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.getTypes(),0,3,1,0,0,0,5.0,5.0,2.0,11.60964047443681,50.0,0.004524029360991511
1154,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.getType(String),1,3,1,0,0,0,7.0,8.0,3.75,22.458839376460833,210.0,0.011776736060179817
1155,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.setTypes(Collection<Schema>),1,5,2,1,1,0,13.0,20.0,10.0,74.00879436282185,2600.0,0.06302714630655204
1156,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.getMessages(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1157,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.createMessage(String String Schema),3,3,1,0,0,0,13.0,22.0,7.875,81.40967379910403,2252.25,0.05727386291238626
1158,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.createMessage(Message Schema),2,3,1,0,0,0,11.0,17.0,5.25,58.81033751683406,981.75,0.03292653409955064
1159,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.createMessage(String String Schema Schema Schema),5,3,1,0,0,0,16.0,37.0,11.0,148.0,6512.0,0.11623984081230943
1160,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.createMessage(Message Schema Schema Schema),4,3,1,0,0,0,14.0,31.0,12.5,118.02800258378572,5425.0,0.10291497517622229
1161,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.equals(Object),1,9,3,1,0,1,22.0,58.0,24.0,258.64703388096325,30624.0,0.32627717194815153
1162,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.hashCode(),0,3,1,0,0,0,10.0,20.0,2.5,66.43856189774725,500.0,0.020998684164914547
1163,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.toString(),0,3,1,0,0,0,5.0,5.0,1.5,11.60964047443681,37.5,0.0037345039554643033
1164,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.toString(boolean),1,13,1,0,0,0,27.0,51.0,21.0,242.49926261033693,28917.0,0.3140370593337516
1165,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.toJson(JsonGenerator),1,25,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1166,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.getMD5(),0,9,2,1,0,0,26.0,37.0,12.214285714285715,173.91626957122043,11750.142857142857,0.1722823722283279
1167,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parse(File),1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1168,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parse(InputStream),1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1169,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parse(String String),2,6,2,1,0,1,18.0,32.0,13.0,133.437600046154,7488.0,0.12758196958967635
1170,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parse(String),1,7,1,0,0,0,22.0,31.0,10.2,138.24238017775622,6956.4,0.1214698353728938
1171,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parse(JsonParser),1,9,1,0,0,0,22.0,36.0,15.75,160.5395382709427,12474.0,0.17928718088686982
1172,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parse(JsonNode),1,8,1,0,6,0,10.0,26.0,2.7857142857142856,86.37013046707143,724.2857142857143,0.026883472063754528
1173,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseNamespace(JsonNode),1,7,2,1,2,1,17.0,30.0,9.166666666666668,122.6238852375102,4675.000000000001,0.09319654707748706
1174,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseDoc(JsonNode),1,3,1,0,1,0,8.0,9.0,3.333333333333333,27.0,239.99999999999997,0.012873191794741726
1175,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseDocNode(JsonNode),1,6,2,1,0,1,13.0,23.0,9.0,85.11011351724513,2691.0,0.06448933180930011
1176,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseName(JsonNode),1,6,2,1,1,1,19.0,30.0,10.833333333333334,127.43782540330756,6175.0,0.11219410882147836
1177,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseTypes(JsonNode),1,12,5,2,1,1,29.0,59.0,18.88888888888889,286.6208787125268,32318.888888888894,0.33820733809685216
1178,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseProps(JsonNode),1,7,3,2,0,1,22.0,40.0,20.4,178.37726474549189,17952.0,0.2285356578943621
1179,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseMessages(JsonNode),1,9,3,1,1,2,26.0,53.0,19.125,249.1233050614779,26354.25,0.2951973942209907
1180,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.parseMessage(String JsonNode),2,86,23,3,4,23,114.0,520.0,84.41071428571428,3553.1028073656657,5003867.142857143,9.75175074391335
1181,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/Protocol.main(String[]),1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1184,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.writeArray(boolean[] Encoder),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1185,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.writeArray(short[] Encoder),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1186,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.writeArray(char[] Encoder),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1187,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.writeArray(int[] Encoder),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1188,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.writeArray(long[] Encoder),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1189,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.writeArray(float[] Encoder),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1190,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.writeArray(double[] Encoder),2,8,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1191,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(Object Class<?> long ResolvingDecoder),4,17,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1192,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(boolean[] long ResolvingDecoder),3,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1193,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(int[] long ResolvingDecoder),3,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1194,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(short[] long ResolvingDecoder),3,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1195,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(char[] long ResolvingDecoder),3,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1196,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(long[] long ResolvingDecoder),3,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1197,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(float[] long ResolvingDecoder),3,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1198,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ArrayAccessor.readArray(double[] long ResolvingDecoder),3,14,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1201,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/CustomEncoding.write(Object Encoder),2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1202,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/CustomEncoding.read(Object Decoder),2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1203,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/CustomEncoding.read(Decoder),1,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1204,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/CustomEncoding.getSchema(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1206,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/DateAsLongEncoding.write(Object Encoder),2,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1207,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/DateAsLongEncoding.read(Object Decoder),2,7,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1209,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccess.getAccessor(Field),1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1211,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.get(Object),1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1212,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.set(Object Object),2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1213,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.read(Object Decoder),2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1214,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.write(Object Encoder),2,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1215,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.supportsIO(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1216,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.getField(),0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
1217,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.isStringable(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1218,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessor.isCustomEncoded(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1220,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessReflect.getAccessor(Field),1,10,2,1,0,1,28.0,48.0,23.0,230.75303625876498,30912.0,0.32831960387046083
1223,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/FieldAccessUnsafe.getAccessor(Field),1,28,4,1,0,2,49.0,151.0,45.0,847.8211864613965,332955.0,1.6012867351003794
1227,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/MapEntry.getKey(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1228,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/MapEntry.getValue(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1229,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/MapEntry.setValue(V),1,5,1,0,1,1,8.0,16.0,5.0,48.0,640.0,0.024755140445934812
1232,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.useCustomCoders(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1234,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.get(),0,3,1,0,0,0,3.0,3.0,1.0,4.754887502163469,9.0,0.0014422495703074081
1235,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.addStringable(Class),1,4,1,0,1,0,8.0,10.0,3.333333333333333,30.0,266.66666666666663,0.013809922248683814
1237,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.setDefaultsGenerated(boolean),1,4,1,0,1,0,7.0,10.0,5.0,28.07354922057604,350.0,0.016554806472987807
1239,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.setDefaultGeneratedValue(Type Object),2,5,1,0,2,0,13.0,21.0,9.0,77.70923408096293,2457.0,0.06069443173537885
1240,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getOrCreateDefaultValue(Type Field),2,13,2,1,2,1,24.0,45.0,18.214285714285715,206.32331253245206,19671.428571428572,0.24290475257074381
1241,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getOrCreateDefaultValue(Type),1,13,1,0,2,0,32.0,48.0,17.857142857142858,240.0,27428.571428571428,0.30316626345877257
1242,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.createDatumReader(Schema),1,3,1,0,0,0,9.0,12.0,7.0,38.03910001730775,756.0,0.027662617752350675
1243,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.createDatumReader(Schema Schema),2,3,1,0,0,0,10.0,15.0,5.833333333333334,49.82892142331044,875.0000000000001,0.030494214250191425
1244,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.createDatumWriter(Schema),1,3,1,0,0,0,9.0,10.0,5.25,31.699250014423125,472.5,0.020221496248318874
1245,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.setField(Object String int Object),4,3,1,0,1,0,12.0,23.0,5.0,82.4541375165866,1380.0,0.04131725585836332
1246,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.setField(Object String int Object Object),5,11,2,1,1,0,30.0,63.0,26.125,309.1341075233367,49376.25,0.4486325851568679
1247,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getField(Object String int),3,3,1,0,0,0,12.0,19.0,5.6000000000000005,68.11428751370197,1276.8000000000002,0.03923081477270054
1248,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getField(Object String int Object),4,10,2,1,0,0,27.0,54.0,22.857142857142854,256.76392511682735,33325.71428571428,0.34519544498511656
1249,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getAccessorForField(Object String int Object),4,6,2,1,0,0,19.0,31.0,9.428571428571429,131.68575291675114,5553.428571428572,0.10453286947872892
1250,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.isRecord(Object),1,13,6,1,0,0,22.0,56.0,17.142857142857142,249.72817064368866,21120.0,0.25468772916201704
1251,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.isArray(Object),1,6,2,1,0,1,17.0,26.0,7.142857142857143,106.27403387250884,3157.1428571428573,0.0717367286010845
1252,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getArrayAsCollection(Object),1,3,1,0,0,0,10.0,12.0,4.666666666666666,39.863137138648355,559.9999999999999,0.022646656696557466
1253,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.isBytes(Object),1,8,3,1,0,1,21.0,38.0,12.0,166.9080620655929,9576.0,0.1503147170040238
1254,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getRecordSchema(Object),1,5,2,1,0,0,12.0,20.0,9.0,71.69925001442313,2160.0,0.05569906600335333
1255,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.validate(Schema Object),2,14,1,0,0,0,39.0,88.0,33.09090909090909,465.1153952598779,113568.0,0.7817167127186161
1257,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getClassAccessorData(Class<?>),1,3,1,0,0,0,7.0,8.0,3.75,22.458839376460833,210.0,0.011776736060179817
1258,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getFieldAccessors(Class<?> Schema),2,7,2,1,0,1,17.0,27.0,12.0,110.36149671375918,5508.0,0.10396201768818167
1259,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getFieldAccessor(Class<?> String),2,7,2,1,0,1,17.0,27.0,12.0,110.36149671375918,5508.0,0.10396201768818167
1264,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getClassProp(Schema String),2,15,3,1,0,2,31.0,67.0,31.625,331.9311527959207,65685.125,0.5426545295486962
1267,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.isMap(Object),1,3,1,0,0,0,9.0,10.0,4.0,31.699250014423125,360.0,0.016868653306034983
1268,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.isNonStringMap(Object),1,10,3,2,0,2,25.0,50.0,16.714285714285715,232.19280948873623,20892.857142857145,0.25285835122517064
1269,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.getClass(Schema),1,38,3,1,0,1,59.0,168.0,30.22222222222222,988.2840322927893,299562.6666666666,1.4923494754006374
1275,D:/LearningFile/projects/FCHE/example/avro/lang/java/avro/src/main/java/org/apache/avro/reflect/ReflectData.createNonStringMapSchema(Type Type ),3,11,1,0,1,7,34.0,104.0,18.22222222222222,529.0961354900354,64433.777777777774,0.5357404957767319
